EMPLOYEE_ID,FULL_NAME,DATE_OF_BIRTH,GENDER,SALARY,START_DATE_WORK,TERMINATION_DATE,DEPARTMENT_ID
E000683,Duyên Dương,2001-07-17,Nữ,16106898,2019-07-13,,D001
E000684,Quý cô Thảo Vũ,2000-12-27,Nam,16106898,2018-12-23,2020-02-06,D001
E000685,Hương Đặng,1993-06-30,Nam,16106898,2011-06-26,,D001
E000686,Châu Lê,1991-12-13,Nữ,16106898,2009-12-08,,D001
E000687,Tú Hữu Dương,2001-02-02,Nam,16106898,2019-01-29,,D001
E000688,Cô Hạnh Đặng,2002-07-18,Nam,16106898,2020-07-13,,D001
E000689,Lan Vũ,2001-10-03,Nam,16106898,2019-09-29,,D001
E000690,Chị Vi Mai,2004-08-16,Nam,16106898,2022-08-12,,D001
E000691,Quý cô Chi Trần,1995-10-31,Nữ,16106898,2013-10-26,,D001
E000692,Tùng Trí Nguyễn,1998-12-17,Nữ,16106898,2016-12-12,2024-03-14,D001
E000693,Phương Đức Mai,1993-06-05,Nữ,16106898,2011-06-01,2019-11-12,D001
E000694,Tú Phạm,1999-08-03,Nam,16106898,2017-07-29,,D001
E000695,Ông Dũng Hoàng,1997-05-16,Nam,16106898,2015-05-12,,D001
E000696,Nhật Lê,2004-04-21,Nam,16106898,2022-04-17,,D001
E000697,Linh Bùi,1995-06-24,Nam,16106898,2013-06-19,,D001
E000698,Ông Châu Mai,1979-12-02,Nam,16106898,1997-11-27,2009-05-15,D001
E000699,Hoàng Bảo Phạm,2005-10-30,Nữ,16106898,2023-10-26,,D001
E000700,Quý cô Hải Phạm,1994-01-30,Nam,16106898,2012-01-26,,D001
E000701,Phúc Hoàng Hoàng,1982-06-20,Nữ,16106898,2000-06-15,,D001
E000702,Bảo Mai Vũ,1982-04-09,Nam,16106898,2000-04-04,,D001
E000703,Ông Nam Bùi,1983-11-27,Nữ,16106898,2001-11-22,2002-10-28,D001
E000704,Thành Trí Bùi,2004-11-21,Nam,16106898,2022-11-17,,D001
E000705,Bác Trọng Trần,1992-09-25,Nam,16106898,2010-09-21,2014-11-11,D001
E000706,Kim Văn Hoàng,1980-06-04,Nam,16106898,1998-05-31,,D001
E000707,Lan Trần,1998-05-21,Nam,16106898,2016-05-16,,D001
E000708,Bà Dương Phạm,2004-02-05,Nữ,16106898,2022-01-31,,D001
E000709,Cô Vi Mai,1998-08-02,Nam,16106898,2016-07-28,,D001
E000710,Duyên Nguyễn,1998-11-15,Nam,16106898,2016-11-10,,D001
E000711,Vân Vũ,1985-01-09,Nam,16106898,2003-01-05,,D001
E000712,Vi Nguyễn,1990-08-19,Nữ,16106898,2008-08-14,,D001
E000713,Ông Phúc Phạm,1993-11-29,Nữ,16106898,2011-11-25,,D001
E000714,Anh Tú Bùi,1993-11-12,Nữ,16106898,2011-11-08,,D001
E000715,Quý cô Hải Vũ,1982-11-12,Nữ,16106898,2000-11-07,2015-11-23,D001
E000716,Thành Nguyễn,1987-06-11,Nam,16106898,2005-06-06,,D001
E000717,Chị Kim Hoàng,1992-02-27,Nữ,16106898,2010-02-22,,D001
E000718,Cô Kim Mai,1992-12-24,Nữ,16106898,2010-12-20,,D001
E000719,Quang Trí Phạm,1997-07-28,Nam,16106898,2015-07-24,,D001
E000720,Anh Châu Trần,1980-09-22,Nam,16106898,1998-09-18,2011-03-21,D001
E000721,Ông Nhiên Vũ,2001-09-27,Nữ,16106898,2019-09-23,,D001
E000722,Quý cô Phương Đặng,1989-02-24,Nữ,16106898,2007-02-20,2015-11-02,D001
E000723,Yến Đặng,1993-03-28,Nữ,16106898,2011-03-24,,D001
E000724,Quang Hữu Mai,1983-12-28,Nam,16106898,2001-12-23,,D001
E000725,Hồng Dương,1997-09-27,Nữ,16106898,2015-09-23,,D001
E000726,Bà Duyên Nguyễn,1997-06-21,Nam,16106898,2015-06-17,,D001
E000727,Chị Bảo Trần,2004-06-27,Nữ,16106898,2022-06-23,,D001
E000728,Ông Trọng Phạm,1999-05-10,Nữ,16106898,2017-05-05,,D001
E000729,Anh Thế Bùi,1983-10-16,Nam,16106898,2001-10-11,,D001
E000730,Hương Hoàng,2004-07-27,Nam,16106898,2022-07-23,,D001
E000731,Châu Quang Vũ,1983-02-04,Nữ,16106898,2001-01-30,,D001
E000732,Thành Hữu Nguyễn,1986-05-22,Nữ,16106898,2004-05-17,,D001
E000733,Quý ông Châu Bùi,1984-10-14,Nữ,16106898,2002-10-10,2024-07-27,D001
E000734,Bảo Đặng,2006-02-18,Nữ,16106898,2024-02-14,,D001
E000735,Anh Bùi,2002-12-02,Nữ,16106898,2020-11-27,,D001
E000736,Bảo Mai,1980-11-04,Nữ,16106898,1998-10-31,,D001
E000737,Cô Hồng Phạm,2001-12-08,Nam,16106898,2019-12-04,,D001
E000738,Bảo Xuân Dương,1992-10-06,Nam,16106898,2010-10-02,,D001
E000739,Quý ông Hưng Dương,1983-12-29,Nam,16106898,2001-12-24,,D001
E000740,Quang Lê,2006-01-23,Nam,16106898,2024-01-19,,D001
E000741,Phúc Thị Lê,1999-09-18,Nữ,16106898,2017-09-13,2020-03-02,D001
E000742,Mai Dương,1989-09-24,Nam,16106898,2007-09-20,,D001
E000743,Dũng Thị Lê,1981-01-22,Nữ,16106898,1999-01-18,,D001
E000744,Quý ông Tú Phạm,1990-06-13,Nam,16106898,2008-06-08,,D001
E000745,Bác Khoa Mai,1979-03-25,Nữ,16106898,1997-03-20,,D001
E000746,Nhật Hoàng Bùi,1998-03-02,Nam,16106898,2016-02-26,2022-06-26,D001
E000747,Thành Dương,1984-10-06,Nữ,16106898,2002-10-02,,D001
E000748,Chị An Đặng,1992-02-04,Nữ,16106898,2010-01-30,2014-02-20,D001
E000749,Hoàng Đặng,1990-05-16,Nam,16106898,2008-05-11,,D001
E000750,Khoa Bùi,1988-03-09,Nam,16106898,2006-03-05,,D001
E000751,Phương Lê,1985-09-29,Nữ,16106898,2003-09-25,,D001
E000752,Cô Kim Lê,1985-12-02,Nam,16106898,2003-11-28,,D001
E000753,Bà Dương Đặng,1979-04-08,Nam,16106898,1997-04-03,,D001
E000754,Anh Minh Hoàng,1982-01-14,Nữ,16106898,2000-01-10,,D001
E000755,Tùng Đặng,2001-10-18,Nam,16106898,2019-10-14,,D001
E000756,Hạnh Vũ,2003-05-25,Nữ,16106898,2021-05-20,,D001
E000757,Quý cô Dương Vũ,1986-01-14,Nam,16106898,2004-01-10,2016-08-25,D001
E000758,Tùng Hoàng,1984-02-22,Nam,16106898,2002-02-17,2021-06-24,D001
E000759,Quý ông Huy Trần,1999-02-24,Nam,16106898,2017-02-19,,D001
E000760,Bà Bảo Hoàng,2001-06-09,Nam,16106898,2019-06-05,,D001
E000761,Cô Dương Lê,1988-07-06,Nữ,16106898,2006-07-02,,D001
E000762,Bác Bảo Đặng,1986-07-18,Nam,16106898,2004-07-13,2010-07-10,D001
E000763,Chị An Dương,1993-03-04,Nữ,16106898,2011-02-28,,D001
E000764,Phương Thị Vũ,2001-01-03,Nữ,16106898,2018-12-30,,D001
E000765,Trung Bùi,2006-11-14,Nữ,16106898,2024-11-09,,D001
E000766,Kim Trí Nguyễn,2004-03-14,Nữ,16106898,2022-03-10,,D001
E000767,Hà Bảo Trần,2005-11-08,Nữ,16106898,2023-11-04,,D001
E000768,Cô Xuân Bùi,1989-01-22,Nữ,16106898,2007-01-18,,D001
E000769,Hà Hoàng,1983-08-03,Nam,16106898,2001-07-29,,D001
E000770,Quý cô Dương Nguyễn,2002-10-31,Nữ,16106898,2020-10-26,,D001
E000771,Ông Phúc Mai,1989-05-02,Nữ,16106898,2007-04-28,2023-08-26,D001
E000772,Bảo Hữu Vũ,1980-05-12,Nam,16106898,1998-05-08,,D001
E000773,Cô Yến Đặng,2005-06-14,Nam,16106898,2023-06-10,,D001
E000774,Bác Minh Trần,1985-01-06,Nữ,16106898,2003-01-02,,D001
E000775,Bác Quang Dương,1986-12-21,Nam,16106898,2004-12-16,,D001
E000776,Hưng Lê,1987-08-14,Nữ,16106898,2005-08-09,2008-12-10,D001
E000777,Cô Nhật Dương,1980-03-25,Nữ,16106898,1998-03-21,2008-09-17,D001
E000778,Thành Văn Dương,2002-10-04,Nam,16106898,2020-09-29,,D001
E000779,Cô Phương Hoàng,2004-12-17,Nữ,16106898,2022-12-13,,D001
E000780,Nhật Thị Mai,1998-09-29,Nữ,16106898,2016-09-24,,D001
E000781,Khoa Mai Đặng,1990-09-24,Nữ,16106898,2008-09-19,,D001
E000782,Quý cô Mai Vũ,1990-01-09,Nam,16106898,2008-01-05,2016-03-05,D001
E000783,Phương Đức Mai,1992-04-06,Nam,16106898,2010-04-02,,D001
E000784,An Thế Dương,1995-03-17,Nam,16106898,2013-03-12,2024-08-13,D001
E000785,Quý cô Thành Mai,2002-10-22,Nam,16106898,2020-10-17,,D001
E000786,Trọng Lê,1996-07-24,Nữ,16106898,2014-07-20,,D001
E000787,Chị Thảo Mai,1999-03-20,Nữ,16106898,2017-03-15,,D001
E000788,Hạnh Xuân Phạm,1989-02-05,Nữ,16106898,2007-02-01,,D001
E000789,Cô Hồng Bùi,1992-07-25,Nữ,16106898,2010-07-21,2014-10-21,D001
E000790,Trọng Hải Vũ,1999-06-03,Nữ,16106898,2017-05-29,,D001
E000791,Châu Văn Lê,1993-05-28,Nam,16106898,2011-05-24,,D001
E000792,Ông Tú Lê,1987-08-26,Nữ,16106898,2005-08-21,,D001
E000793,Thành Dương,2002-02-12,Nữ,16106898,2020-02-08,,D001
E000794,Cô Kim Nguyễn,1980-04-16,Nữ,16106898,1998-04-12,2022-08-15,D001
E000795,Ánh Hoàng,1994-07-15,Nam,16106898,2012-07-10,,D001
E000796,Hưng Phạm,1984-08-13,Nam,16106898,2002-08-09,2024-10-14,D001
E000797,Bà Duyên Mai,1983-09-26,Nam,16106898,2001-09-21,,D001
E000798,Nhật Hoàng,2003-11-07,Nữ,16106898,2021-11-02,,D001
E000799,Nhật Vũ,2003-11-09,Nam,16106898,2021-11-04,,D001
E000800,Yến Lê,1991-03-03,Nữ,16106898,2009-02-26,,D001
E000801,Phúc Quang Phạm,2000-07-23,Nam,16106898,2018-07-19,,D001
E000802,Chị Hạnh Bùi,2005-12-17,Nữ,16106898,2023-12-13,,D001
E000803,Ngọc Dương,2004-01-14,Nữ,16106898,2022-01-09,2023-02-11,D001
E000804,Cô Linh Dương,1979-10-13,Nam,16106898,1997-10-08,,D001
E000805,Ngọc Phạm,1979-04-29,Nam,16106898,1997-04-24,,D001
E000806,Xuân Đặng,1994-01-24,Nữ,16106898,2012-01-20,2017-03-02,D001
E000807,Cô Yến Hoàng,1981-10-22,Nam,16106898,1999-10-18,,D001
E000808,Dương Bùi,1990-12-16,Nữ,16106898,2008-12-11,,D001
E000809,Lâm Hữu Lê,1997-04-10,Nam,16106898,2015-04-06,,D001
E000810,Hà Lê,1997-10-04,Nam,16106898,2015-09-30,,D001
E000811,Chi Trần,1992-06-07,Nữ,16106898,2010-06-03,,D001
E000812,Quý cô Khoa Dương,1986-04-04,Nam,16106898,2004-03-30,,D001
E000813,Ông Anh Bùi,1982-08-30,Nữ,16106898,2000-08-25,2005-05-23,D001
E000814,Xuân Bùi,1999-01-01,Nam,16106898,2016-12-27,,D001
E000815,Thảo Hoàng,1986-06-20,Nam,16106898,2004-06-15,2009-12-08,D001
E000816,Bà Chi Đặng,1999-05-02,Nam,16106898,2017-04-27,,D001
E000817,Hương Lê,1985-03-17,Nam,16106898,2003-03-13,,D001
E000818,Bảo Mai,1988-05-19,Nam,16106898,2006-05-15,,D001
E000819,Anh Huy Dương,2004-12-01,Nữ,16106898,2022-11-27,,D001
E000820,Quý cô Hồng Phạm,1993-06-29,Nữ,16106898,2011-06-25,,D001
E000821,Linh Phạm,1984-02-10,Nữ,16106898,2002-02-05,,D001
E000822,Cô Hồng Dương,1998-12-07,Nam,16106898,2016-12-02,,D001
E000823,Dương Phạm,1984-09-25,Nữ,16106898,2002-09-21,,D001
E000824,Hải Đức Hoàng,1988-06-17,Nam,16106898,2006-06-13,,D001
E000825,Anh Nam Đặng,1999-01-07,Nam,16106898,2017-01-02,,D001
E000826,Bảo Đặng,1992-04-30,Nữ,16106898,2010-04-26,,D001
E000827,Hải Dương,2000-06-07,Nữ,16106898,2018-06-03,,D001
E000828,Quý cô Mai Mai,1981-12-12,Nam,16106898,1999-12-08,2008-04-02,D001
E000829,Anh Mai Nguyễn,1997-01-13,Nữ,16106898,2015-01-09,,D001
E000830,Quang Hoàng,2002-08-04,Nam,16106898,2020-07-30,,D001
E000831,Duyên Hoàng,1991-03-25,Nữ,16106898,2009-03-20,,D001
E000832,Dũng Phạm,2005-02-23,Nữ,16106898,2023-02-19,,D001
E000833,Xuân Phạm,1983-07-03,Nam,16106898,2001-06-28,2012-08-23,D001
E000834,Hoàng Văn Trần,2002-04-30,Nam,16106898,2020-04-25,,D001
E000835,Tùng Nguyễn,1995-11-29,Nam,16106898,2013-11-24,2018-08-12,D001
E000836,Quý ông Huy Hoàng,2000-03-07,Nam,16106898,2018-03-03,,D001
E000837,Hưng Quang Phạm,2000-10-05,Nam,16106898,2018-10-01,,D001
E000838,Ông Vũ Trần,1978-12-23,Nam,16106898,1997-12-14,2011-02-22,D001
E000839,Quý ông Hưng Vũ,2003-08-17,Nam,16106898,2021-08-12,,D001
E000840,Vân Lê,2001-08-01,Nam,16106898,2019-07-28,,D001
E000841,Chị Hồng Mai,1993-01-20,Nữ,16106898,2011-01-16,,D001
E000842,Duyên Trần,1995-10-14,Nam,16106898,2013-10-09,2014-09-18,D001
E000843,Phương Mai Bảo Đặng,1999-10-06,Nam,16106898,2017-10-01,,D001
E000844,Cô Hải Bùi,1980-02-01,Nữ,16106898,1998-01-27,,D001
E000845,Hương Dương,2002-10-07,Nữ,16106898,2020-10-02,,D001
E000846,Huy Lê,1989-07-31,Nữ,16106898,2007-07-27,,D001
E000847,Quý cô Nhật Phạm,1981-08-22,Nữ,16106898,1999-08-18,,D001
E000848,Vũ Đức Vũ,2003-11-26,Nữ,16106898,2021-11-21,,D001
E000849,Nhiên Hoàng,1999-07-31,Nữ,16106898,2017-07-26,,D001
E000850,Hưng Trần,1993-06-15,Nam,16106898,2011-06-11,,D001
E000851,Vi Trần,1984-07-16,Nữ,16106898,2002-07-12,,D001
E000852,Nhật Thị Đặng,1997-04-29,Nam,16106898,2015-04-25,2024-11-25,D001
E000853,Khoa Lê,1981-10-21,Nam,16106898,1999-10-17,2012-01-07,D001
E000854,Cô Yến Trần,1981-10-11,Nam,16106898,1999-10-07,,D001
E000855,Nhiên Xuân Trần,1994-11-07,Nam,16106898,2012-11-02,2021-04-22,D001
E000856,Bảo Đặng,1986-07-03,Nam,16106898,2004-06-28,2008-10-06,D001
E000857,Quý ông Châu Nguyễn,1991-10-20,Nam,16106898,2009-10-15,2019-09-16,D001
E000858,Tùng Mai Trần,2003-08-17,Nữ,16106898,2021-08-12,,D001
E000859,Quý cô Ánh Đặng,1983-05-27,Nữ,16106898,2001-05-22,2005-06-03,D001
E000860,Quý cô Phương Vũ,1986-01-14,Nam,16106898,2004-01-10,,D001
E000861,Anh Phúc Dương,1990-06-01,Nam,16106898,2008-05-27,2020-03-26,D001
E000862,Nhật Bảo Trần,1992-07-24,Nữ,16106898,2010-07-20,2011-05-19,D001
E000863,Nhiên Bùi,1995-06-15,Nam,16106898,2013-06-10,,D001
E000864,Lan Bùi,2001-03-30,Nữ,16106898,2019-03-26,,D001
E000865,Kim Dương,1986-12-27,Nam,16106898,2004-12-22,,D001
E000866,Thành Phú Dương,1992-01-17,Nữ,16106898,2010-01-12,,D001
E000867,Chị Hà Phạm,1982-06-16,Nữ,16106898,2000-06-11,,D001
E000868,Xuân Vũ,1980-06-26,Nữ,16106898,1998-06-22,,D001
E000869,Cô Chi Phạm,1996-12-13,Nam,16106898,2014-12-09,2015-05-06,D001
E000870,Bà Linh Hoàng,1998-05-14,Nam,16106898,2016-05-09,2020-08-01,D001
E000871,Bà Nhật Trần,1990-09-25,Nam,16106898,2008-09-20,2010-02-04,D001
E000872,Anh Khoa Bùi,1991-03-15,Nữ,16106898,2009-03-10,,D001
E000873,Chị An Mai,1990-12-25,Nữ,16106898,2008-12-20,,D001
E000874,Trọng Trần,1982-09-11,Nữ,16106898,2000-09-06,2006-07-07,D001
E000875,Chị Hồng Lê,1991-04-18,Nữ,16106898,2009-04-13,,D001
E000876,Anh Hưng Mai,1991-02-19,Nữ,16106898,2009-02-14,,D001
E000877,Trọng Thị Bùi,2006-09-21,Nữ,16106898,2024-09-16,,D001
E000878,Trung Hoàng,1980-07-09,Nam,16106898,1998-07-05,2018-06-09,D001
E000879,Bà Xuân Hoàng,1984-10-13,Nữ,16106898,2002-10-09,,D001
E000880,Hoàng Bùi,1985-12-11,Nam,16106898,2003-12-07,,D001
E000881,Vũ Bảo Đặng,1992-01-15,Nam,16106898,2010-01-10,,D001
E000882,Nhật Trí Phạm,1999-12-28,Nam,16106898,2017-12-23,,D001
E000883,Cô Lâm Trần,2006-08-14,Nam,16106898,2024-08-09,,D001
E000884,Quý cô Dương Lê,1997-06-19,Nam,16106898,2015-06-15,,D001
E000885,Nhật Đặng,1997-10-24,Nam,16106898,2015-10-20,,D001
E000886,Anh Trung Hoàng,2001-02-09,Nữ,16106898,2019-02-05,,D001
E000887,Chị Linh Trần,1980-09-04,Nữ,16106898,1998-08-31,,D001
E000888,Quý ông Vũ Trần,2001-07-20,Nữ,16106898,2019-07-16,,D001
E000889,Bảo Dương,1981-05-17,Nữ,16106898,1999-05-13,,D001
E000890,Khoa Quang Đặng,1999-06-12,Nam,16106898,2017-06-07,,D001
E000891,Khoa Hoàng,1991-04-04,Nữ,16106898,2009-03-30,,D001
E000892,Ông Huy Dương,1983-09-27,Nam,16106898,2001-09-22,2021-03-17,D001
E000893,Cô Hồng Vũ,1993-07-24,Nữ,16106898,2011-07-20,,D001
E000894,Nam Hữu Trần,1997-10-09,Nam,16106898,2015-10-05,2022-04-23,D001
E000895,Nhật Mai,1999-03-09,Nam,16106898,2017-03-04,,D001
E000896,Anh Châu Phạm,1981-03-28,Nam,16106898,1999-03-24,2006-09-25,D001
E000897,Chị Hương Trần,2002-09-22,Nam,16106898,2020-09-17,,D001
E000898,Thành Hoàng,1980-09-03,Nam,16106898,1998-08-30,,D001
E000899,Hà Nguyễn,1995-09-23,Nam,16106898,2013-09-18,,D001
E000900,Nhật Văn Bùi,1986-04-10,Nữ,16106898,2004-04-05,2024-04-20,D001
E000901,Nhật Hải Dương,2002-02-25,Nữ,16106898,2020-02-21,,D001
E000902,Cô Vi Trần,1992-10-07,Nữ,16106898,2010-10-03,,D001
E000903,Hồng Nguyễn,2002-02-16,Nam,16106898,2020-02-12,,D001
E000904,Ngọc Nguyễn,2006-05-02,Nữ,16106898,2024-04-27,,D001
E000905,Minh Hoàng,2006-11-20,Nam,16106898,2024-11-15,,D001
E000906,Yến Mai,1986-02-11,Nam,16106898,2004-02-07,2014-04-22,D001
E000907,Khoa Thị Mai,1979-08-29,Nam,16106898,1997-08-24,2012-07-29,D001
E000908,Lâm Lê,1986-07-31,Nữ,16106898,2004-07-26,,D001
E000909,Trọng Trí Đặng,2004-12-15,Nữ,16106898,2022-12-11,,D001
E000910,Nhật Hải Trần,1994-03-20,Nữ,16106898,2012-03-15,2018-05-14,D001
E000911,Vân Trần,1983-09-21,Nam,16106898,2001-09-16,,D001
E000912,Quý cô Ngọc Trần,2005-03-04,Nam,16106898,2023-02-28,,D001
E000913,Quý cô Yến Mai,2001-12-01,Nữ,16106898,2019-11-27,,D001
E000914,Hoàng Bùi,1999-11-05,Nữ,16106898,2017-10-31,,D001
E000915,Quý cô Mai Dương,1984-12-20,Nữ,16106898,2002-12-16,2013-01-27,D001
E000916,Lan Bùi,1981-11-20,Nam,16106898,1999-11-16,2021-12-08,D001
E000917,Cô Hà Phạm,1987-02-01,Nữ,16106898,2005-01-27,2012-03-20,D001
E000918,Bà Thành Đặng,1979-01-02,Nam,16106898,1997-07-06,,D001
E000919,Lâm Thế Dương,2005-04-03,Nữ,16106898,2023-03-30,,D001
E000920,Ông Trọng Mai,2002-01-21,Nam,16106898,2020-01-17,,D001
E000921,Vi Dương,1989-01-05,Nữ,16106898,2007-01-01,2022-07-18,D001
E000922,Chị Hà Trần,2005-06-05,Nữ,16106898,2023-06-01,,D001
E000923,Tú Văn Đặng,1995-08-14,Nam,16106898,2013-08-09,,D001
E000924,Cô Ngọc Đặng,2000-05-05,Nam,16106898,2018-05-01,,D001
E000925,Hải Thế Nguyễn,1995-05-02,Nữ,16106898,2013-04-27,,D001
E000926,Quý ông Trung Phạm,1985-10-20,Nam,16106898,2003-10-16,,D001
E000927,Ánh Mai,1981-01-16,Nam,16106898,1999-01-12,2004-03-18,D001
E000928,Cô Khoa Phạm,1992-04-17,Nam,16106898,2010-04-13,,D001
E000929,Quý cô Duyên Lê,1984-10-15,Nam,16106898,2002-10-11,,D001
E000930,Anh Hưng Nguyễn,1990-05-05,Nam,16106898,2008-04-30,,D001
E000931,Xuân Hoàng,1989-01-13,Nữ,16106898,2007-01-09,,D001
E000932,Hoàng Hoàng Dương,1984-08-15,Nam,16106898,2002-08-11,,D001
E000933,Bà Thành Đặng,1992-01-21,Nam,16106898,2010-01-16,,D001
E000934,Quý cô Linh Trần,1987-07-14,Nữ,16106898,2005-07-09,,D001
E000935,Kim Tấn Đặng,1991-06-05,Nam,16106898,2009-05-31,,D001
E000936,Nhật Phạm,1995-10-30,Nữ,16106898,2013-10-25,2017-04-20,D001
E000937,Ông Thành Nguyễn,1999-04-17,Nam,16106898,2017-04-12,,D001
E000938,Chị Dương Vũ,1989-09-05,Nữ,16106898,2007-09-01,,D001
E000939,Quý cô Thảo Lê,1984-03-09,Nữ,16106898,2002-03-05,,D001
E000940,Vũ Trí Bùi,1984-12-28,Nam,16106898,2002-12-24,,D001
E000941,Nhật Mai Đặng,1990-09-06,Nữ,16106898,2008-09-01,,D001
E000942,Cô Lan Trần,1989-05-16,Nam,16106898,2007-05-12,,D001
E000943,Quý ông Châu Nguyễn,2003-12-12,Nữ,16106898,2021-12-07,,D001
E000944,Lâm Mai Bùi,2003-07-29,Nam,16106898,2021-07-24,,D001
E000945,Quý cô Khoa Hoàng,1992-02-19,Nam,16106898,2010-02-14,2013-11-01,D001
E000946,Chị Khoa Trần,2000-04-12,Nam,16106898,2018-04-08,,D001
E000947,Cô Thành Trần,1993-03-31,Nữ,16106898,2011-03-27,2018-08-08,D001
E000948,Hưng Bùi,1983-04-28,Nam,16106898,2001-04-23,,D001
E000949,Chị Thảo Đặng,1984-08-21,Nam,16106898,2002-08-17,,D001
E000950,Bà Nhật Lê,2005-06-17,Nam,16106898,2023-06-13,,D001
E000951,Hà Văn Hoàng,1983-07-24,Nữ,16106898,2001-07-19,,D001
E000952,Hạnh Tấn Mai,2004-02-28,Nam,16106898,2022-02-23,,D001
E000953,Khoa Bảo Vũ,1996-07-31,Nam,16106898,2014-07-27,,D001
E000954,Quý cô Mai Trần,1980-04-28,Nam,16106898,1998-04-24,,D001
E000955,Huy Quang Vũ,1989-12-10,Nam,16106898,2007-12-06,,D001
E000956,Khoa Trần,1983-05-26,Nam,16106898,2001-05-21,,D001
E000957,Chị Hương Bùi,2005-10-28,Nữ,16106898,2023-10-24,,D001
E000958,Chị Ánh Đặng,1983-08-07,Nam,16106898,2001-08-02,,D001
E000959,Dũng Bùi,1995-05-30,Nữ,16106898,2013-05-25,,D001
E000960,Bác Châu Đặng,2002-04-19,Nữ,16106898,2020-04-14,,D001
E000961,Cô Hải Phạm,1993-11-05,Nam,16106898,2011-11-01,,D001
E000962,Quý cô Lâm Phạm,1979-02-27,Nữ,16106898,1997-02-22,,D001
E000963,Quý cô An Dương,1989-08-06,Nam,16106898,2007-08-02,2018-12-01,D001
E000964,Quý cô Thành Nguyễn,1980-04-17,Nữ,16106898,1998-04-13,,D001
E000965,Phúc Trần,1987-08-10,Nam,16106898,2005-08-05,,D001
E000966,Quang Vũ,1986-12-11,Nữ,16106898,2004-12-06,2009-08-24,D001
E000967,Hà Bùi,1981-01-07,Nam,16106898,1999-01-03,,D001
E000968,Quý ông Dũng Bùi,2004-10-15,Nữ,16106898,2022-10-11,,D001
E000969,Hà Bảo Bùi,1980-10-15,Nam,16106898,1998-10-11,2007-01-31,D001
E000970,Chị Duyên Lê,1983-07-16,Nam,16106898,2001-07-11,,D001
E000971,Hưng Mai,1993-05-26,Nữ,16106898,2011-05-22,,D001
E000972,Chi Lê,1993-10-01,Nữ,16106898,2011-09-27,,D001
E000973,Trọng Đức Mai,2000-02-01,Nữ,16106898,2018-01-27,,D001
E000974,Hưng Mai Phạm,1982-03-31,Nữ,16106898,2000-03-26,2024-07-09,D001
E000975,Chị Dương Trần,1996-09-27,Nam,16106898,2014-09-23,2021-04-27,D001
E000976,Phúc Dương,1984-03-21,Nam,16106898,2002-03-17,,D001
E000977,Chị Ánh Mai,1996-06-04,Nam,16106898,2014-05-31,,D001
E000978,Nhiên Bùi,2000-04-26,Nam,16106898,2018-04-22,,D001
E000979,Hưng Nguyễn,2004-12-22,Nam,16106898,2022-12-18,,D001
E000980,Bảo Hữu Vũ,2002-12-07,Nữ,16106898,2020-12-02,,D001
E000981,Ông Thành Mai,1998-01-27,Nam,16106898,2016-01-23,,D001
E000982,Hải Trí Nguyễn,2000-01-03,Nam,16106898,2017-12-29,,D001
E000983,Bà Khoa Mai,2005-09-28,Nữ,16106898,2023-09-24,,D001
E000984,Minh Đặng,2002-03-22,Nam,16106898,2020-03-17,2023-05-08,D001
E000985,Lan Trần,1981-12-08,Nữ,16106898,1999-12-04,,D001
E000986,Khoa Trí Bùi,2006-07-16,Nữ,16106898,2024-07-11,,D001
E000987,Khoa Đức Nguyễn,1985-09-29,Nam,16106898,2003-09-25,2006-07-10,D001
E000988,Quý cô Lâm Nguyễn,1987-03-17,Nữ,16106898,2005-03-12,,D001
E000989,Bác Tùng Mai,1988-11-20,Nam,16106898,2006-11-16,,D001
E000990,Ông Tùng Hoàng,1986-09-03,Nữ,16106898,2004-08-29,,D001
E000991,Hồng Vũ,2006-03-20,Nữ,16106898,2024-03-15,,D001
E000992,Nhật Phú Mai,1989-01-19,Nữ,16106898,2007-01-15,2011-10-10,D001
E000993,Hải Bùi,1983-06-02,Nữ,16106898,2001-05-28,2014-09-10,D001
E000994,Vũ Đức Mai,1999-03-11,Nam,16106898,2017-03-06,,D001
E000995,Chị Yến Trần,2001-12-05,Nam,16106898,2019-12-01,,D001
E000996,Bác Dũng Dương,1994-12-06,Nữ,16106898,2012-12-01,,D001
E000997,Khoa Vũ,1980-07-19,Nam,16106898,1998-07-15,,D001
E000998,Thành Thị Phạm,1993-09-09,Nữ,16106898,2011-09-05,,D001
E000999,Bảo Hữu Hoàng,1995-04-10,Nam,16106898,2013-04-05,2024-09-27,D001
E001000,Tú Trần,1980-12-12,Nam,16106898,1998-12-08,2012-04-10,D001
E001001,Ông Tú Nguyễn,2002-09-11,Nam,16106898,2020-09-06,,D001
E001002,Bà Ánh Bùi,1988-08-27,Nữ,16106898,2006-08-23,,D001
E001003,Hà Trí Nguyễn,1993-12-09,Nữ,16106898,2011-12-05,,D001
E001004,Trọng Lê,1982-03-21,Nam,16106898,2000-03-16,2005-03-08,D001
E001005,Quang Quang Vũ,1985-06-15,Nam,16106898,2003-06-11,,D001
E001006,Hương Mai,2002-02-03,Nữ,16106898,2020-01-30,,D001
E001007,Bà Lan Bùi,1990-03-22,Nam,16106898,2008-03-17,,D001
E001008,An Hoàng,1994-02-22,Nam,16106898,2012-02-18,,D001
E001009,Hà Bảo Mai,2003-11-11,Nữ,16106898,2021-11-06,,D001
